CustomerID,Count,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Reason_Active,Reason_Competition,Reason_Cost,Reason_Other,Reason_Personal,Reason_Service Quality,City_Encoded,Cluster_Labels,Tenure_Pee_Dollar,Avg_Historical_Monthly,Price_Hike_Indicator,Total_Services,Cost_Per_Service
8773-HHUOZ,1,90032,34.078821,-118.177576,1,0,0,0,17,1,0,0,0,0,0,1,1,0,1,64.7,1093.1,1,1,74,3022,1,0,0,0,0,0,1,0,1,0,0,0,0,0.2941387260569427,0,0.258751902587519,60.727777777777774,1.048150481504815,3,21.566666666666666
6047-YHPVI,1,90039,34.110845,-118.259595,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1,69.7,316.9,1,1,66,2454,0,1,0,0,0,1,0,0,1,0,0,0,0,0.2941387260569427,0,0.07072135785007072,52.81666666666666,1.2951378135645712,1,69.7
5380-WJKOV,1,90041,34.137412,-118.207607,0,0,0,1,34,1,1,0,1,1,0,1,1,0,1,106.35,3549.25,1,1,65,2941,0,1,0,0,0,1,0,0,1,0,0,0,0,0.2941387260569427,0,0.31672100605496045,101.40714285714286,1.038501778614773,6,17.724999999999998
8168-UQWWF,1,90042,34.11572,-118.192754,1,0,0,1,11,1,1,0,0,1,0,1,1,0,1,97.85,1105.4,1,1,70,5674,0,1,0,1,0,0,0,0,1,0,0,0,0,0.2941387260569427,0,0.11127971674253921,92.11666666666667,1.0508322892428852,5,19.57
7760-OYPDY,1,90056,33.987945,-118.370442,1,0,0,1,2,1,0,0,0,0,0,1,0,0,1,80.65,144.15,1,1,90,5586,0,1,0,0,0,1,0,0,1,0,0,0,0,0.2941387260569427,0,0.02449479485609308,48.050000000000004,1.6442405708460754,2,40.325
9420-LOJKX,1,90061,33.92128,-118.274186,1,0,0,1,15,1,0,1,1,0,0,1,1,0,1,99.1,1426.4,1,1,82,2966,0,1,0,0,1,0,0,0,1,0,0,0,0,0.2941387260569427,0,0.14985014985014986,89.15,1.0992789794786466,5,19.82
7495-OOKFY,1,90063,34.044271,-118.185237,1,1,1,1,8,1,1,0,1,0,0,0,0,0,1,80.65,633.3,1,1,69,5302,0,1,0,0,1,0,0,0,1,0,0,0,0,0.2941387260569427,0,0.09797917942437231,70.36666666666666,1.130079402148529,3,26.883333333333336
1658-BYGOY,1,90065,34.108833,-118.229715,0,1,0,1,18,1,1,0,0,0,0,1,1,0,1,95.45,1752.55,1,1,81,3179,0,1,0,0,0,1,0,0,1,0,0,0,0,0.2941387260569427,0,0.18662519440124417,92.23947368421052,1.0237080522706106,4,23.8625
5698-BQJOH,1,90211,34.063947,-118.383001,1,0,0,1,9,1,1,0,0,0,0,1,1,0,0,94.4,857.25,1,1,96,5571,0,1,0,0,0,1,0,0,0,1,0,0,0,0.1461479483174783,0,0.09433962264150943,85.725,1.0884981262611706,4,23.6
5919-TMRGD,1,90255,33.97803,-118.217141,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,79.35,79.35,1,1,87,2483,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3769132471957973,0,0.012445550715619168,39.675,1.9508297480024586,2,39.675
9191-MYQKX,1,90262,33.923573,-118.200669,1,0,1,1,7,1,0,0,0,1,0,0,0,0,1,75.15,496.9,1,1,70,3457,0,1,0,1,0,0,0,0,0,0,0,0,1,0.3102465805291306,0,0.09192383453709782,62.1125,1.1907308377896615,2,37.575
8637-XJIVR,1,90292,33.977468,-118.445475,1,0,0,1,12,1,1,1,0,0,0,0,0,0,1,78.95,927.35,1,1,86,5806,0,1,0,0,0,1,0,0,0,0,1,0,0,0.3769132471957973,0,0.15009380863039398,71.33461538461539,1.0914553091933854,3,26.316666666666666
0278-YXOOG,1,90301,33.956445,-118.358634,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,21.05,113.85,1,1,66,2604,0,0,1,0,0,0,1,0,0,0,0,0,1,0.2186771059410559,0,0.22675736961451246,18.974999999999998,1.053817271589487,1,21.05
4598-XLKNJ,1,90303,33.936291,-118.332639,1,1,1,1,25,1,0,0,1,1,0,1,1,0,1,98.5,2514.5,1,1,88,5337,0,1,0,0,0,1,0,0,0,0,1,0,0,0.2186771059410559,0,0.25125628140703515,96.71153846153847,1.0080692777012399,5,19.7
3192-NQECA,1,90403,34.031529,-118.491156,0,0,1,0,68,1,1,0,1,1,1,1,1,0,1,110.0,7611.85,1,1,86,5034,0,1,0,1,0,0,0,0,0,0,1,0,0,0.2186771059410559,0,0.6126126126126126,110.31666666666668,0.9881718820182661,7,15.714285714285714
0486-HECZI,1,90504,33.867257,-118.330794,0,0,1,1,55,1,1,1,1,0,0,1,0,0,1,96.75,5238.9,1,1,75,5154,0,1,0,0,0,1,0,0,0,1,0,0,0,0.3043913916553417,0,0.5626598465473146,93.55178571428571,1.0232487865682072,5,19.35
4846-WHAFZ,1,90602,33.972119,-118.020188,1,1,1,1,37,1,1,0,0,0,0,0,0,0,1,76.5,2868.15,1,1,67,2793,0,1,0,0,0,1,0,0,0,1,0,0,0,0.1913424676984239,0,0.4774193548387097,75.47763157894737,1.000292483182217,2,38.25
5299-RULOA,1,90606,33.976678,-118.065875,1,0,1,1,10,1,1,1,0,0,0,1,1,0,1,100.25,1064.65,1,1,87,5998,0,1,0,0,0,1,0,0,0,1,0,0,0,0.1913424676984239,0,0.09876543209876543,96.78636363636365,1.0251940687026448,5,20.05
0404-SWRVG,1,90631,33.940619,-117.9513,0,0,0,1,3,1,1,0,0,0,0,0,0,0,1,74.4,229.55,1,1,76,4415,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3102465805291306,0,0.03978779840848806,57.3875,1.2742453436095056,2,37.2
4412-YLTKF,1,90660,33.989524,-118.089299,1,1,0,1,27,1,1,0,0,1,0,0,0,0,1,78.05,2135.5,1,1,95,4638,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3102465805291306,0,0.3415559772296015,76.26785714285714,1.0101224867113474,3,26.016666666666666
6207-WIOLX,1,90704,33.391181,-118.421305,1,0,1,0,25,0,0,1,1,1,0,1,1,0,1,58.6,1502.65,1,1,99,4190,1,0,0,0,1,0,0,0,0,0,1,0,0,0.3102465805291306,-1,0.41946308724832215,57.79423076923077,0.9966964314918392,5,11.72
3091-FYHKI,1,90710,33.798266,-118.300237,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,35.45,35.45,1,1,80,2301,1,0,0,0,0,1,0,0,0,0,0,0,1,0.3102465805291306,0,0.027434842249657063,17.725,1.8931909212283045,1,35.45
2372-HWUHI,1,90712,33.840524,-118.148403,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,44.35,81.25,1,1,76,2570,1,0,0,0,0,1,0,0,0,0,1,0,0,0.3461479483174783,0,0.044101433296582136,27.083333333333332,1.5792284866468844,1,44.35
0390-DCFDQ,1,90720,33.79499,-118.065591,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,70.45,70.45,1,1,76,3964,0,1,0,0,0,0,1,0,0,0,1,0,0,0.2435799138624639,0,0.013995801259622112,35.225,1.9447895100069013,1,70.45
4080-OGPJL,1,90731,33.736387,-118.284363,1,0,0,0,8,1,1,1,0,0,1,0,1,0,0,71.15,563.65,1,1,66,2662,1,0,0,0,0,1,0,0,0,0,1,0,0,0.2326849353968479,0,0.11088011088011088,62.62777777777777,1.1182222998341047,5,14.23
2135-RXIHG,1,90745,33.822295,-118.26411,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,45.65,45.65,1,1,73,2600,1,0,0,0,0,1,0,0,0,0,0,0,1,0.2326849353968479,0,0.021436227224008574,22.825,1.9160545645330536,1,45.65
3874-EQOEP,1,90804,33.783047,-118.1486,0,0,0,1,7,1,1,0,0,0,0,1,1,0,0,95.0,655.5,1,1,94,2786,0,1,0,0,0,0,1,0,0,0,0,0,1,0.2521956958276709,0,0.07291666666666667,81.9375,1.145440844009043,4,23.75
0867-MKZVY,1,91001,34.196837,-118.142236,1,0,1,1,20,1,1,1,0,0,0,0,0,0,0,82.4,1592.35,1,1,86,5719,0,1,0,0,0,1,0,0,0,1,0,0,0,0.2435799138624639,0,0.2398081534772182,75.82619047619048,1.0725509033997584,3,27.46666666666667
3376-BMGFE,1,91016,34.1528,-118.000482,1,0,0,1,4,1,0,0,0,0,0,0,0,0,1,70.9,273.0,1,1,75,4287,0,1,0,1,0,0,0,0,0,0,0,0,1,0.2435799138624639,0,0.05563282336578581,54.6,1.275179856115108,1,70.9
3445-HXXGF,1,91024,34.168686,-118.057505,0,1,1,0,58,0,0,0,1,1,0,0,1,0,1,45.3,2651.2,1,1,100,5444,1,0,0,0,0,1,0,0,0,0,0,0,1,0.2435799138624639,0,1.2526997840172787,44.93559322033898,0.9861633827761789,3,15.1
1875-QIVME,1,91042,34.296574,-118.244839,1,0,1,1,2,1,1,0,0,1,1,1,1,0,1,104.4,242.8,1,1,83,4690,0,1,0,0,0,1,0,0,0,0,1,0,0,0.3769132471957973,0,0.018975332068311195,80.93333333333334,1.274206672091131,6,17.400000000000002
0691-JVSYA,1,91103,34.167465,-118.165327,1,0,1,0,53,1,0,0,0,1,0,1,1,0,1,94.85,5000.2,1,1,80,4328,0,1,0,1,0,0,0,0,0,0,0,0,1,0.291342467698424,0,0.5529473135106938,92.59629629629629,1.0133948003640536,4,23.7125
2656-FMOKZ,1,91106,34.139402,-118.128658,1,1,0,1,15,1,1,0,0,0,0,0,0,0,1,74.45,1145.7,1,1,99,5717,0,1,0,0,0,0,1,0,0,0,1,0,0,0.291342467698424,0,0.19880715705765406,71.60625,1.0253938194025995,2,37.225
2070-FNEXE,1,91107,34.159007,-118.087353,1,1,0,1,7,1,0,1,0,0,0,0,0,0,0,76.45,503.6,1,1,81,4419,0,1,0,1,0,0,0,0,0,0,1,0,0,0.291342467698424,0,0.09038089089735313,62.95,1.1954652071931196,2,38.225
6317-YPKDH,1,91202,34.167926,-118.267539,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,29.95,29.95,1,1,95,4534,1,0,0,1,0,0,0,0,0,1,0,0,0,0.3130739741587391,0,0.03231017770597738,14.975,1.8748043818466353,1,29.95
9367-WXLCH,1,91204,34.136306,-118.26036,0,0,0,1,8,1,1,0,0,0,0,0,1,0,0,84.5,662.65,1,1,86,2152,0,1,0,1,0,0,0,0,0,1,0,0,0,0.3130739741587391,0,0.0935672514619883,73.62777777777778,1.1322861609469217,3,28.166666666666668
1918-ZBFQJ,1,91206,34.162515,-118.203869,1,0,0,1,13,1,0,0,1,1,0,0,0,0,1,79.25,1111.65,1,1,73,5142,0,1,0,0,0,1,0,0,0,1,0,0,0,0.3130739741587391,0,0.16199376947040497,79.40357142857144,0.9856527339759249,3,26.416666666666668
1024-GUALD,1,91207,34.182378,-118.262922,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,24.8,24.8,1,1,94,4851,1,0,0,0,0,1,0,0,0,0,0,0,1,0.3130739741587391,0,0.03875968992248062,12.4,1.8507462686567164,0,24.8
2472-OVKUP,1,91304,34.224377,-118.632656,0,0,1,1,6,1,0,0,1,1,0,0,1,0,1,91.0,531.0,1,1,94,2283,0,1,0,0,0,1,0,0,0,0,0,0,1,0.2826849353968479,0,0.06521739130434782,75.85714285714286,1.1840148698884758,4,22.75
1285-OKIPP,1,91345,34.266389,-118.459744,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,79.9,79.9,1,1,98,3394,0,1,0,0,0,1,0,0,0,0,1,0,0,0.3102465805291306,0,0.012360939431396786,39.95,1.9511599511599511,2,39.95
7825-ECJRF,1,91350,34.502432,-118.41459,1,0,0,1,19,1,0,1,0,1,1,1,1,0,1,106.6,1934.45,1,1,71,3764,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3102465805291306,-1,0.17657992565055763,96.7225,1.0908439714497684,6,17.766666666666666
7841-TZDMQ,1,91352,34.231053,-118.338307,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,46.0,84.5,1,1,76,2667,1,0,0,0,1,0,0,0,0,0,1,0,0,0.2435799138624639,0,0.0425531914893617,28.166666666666668,1.5771428571428572,1,46.0
9408-SSNVZ,1,91381,34.364153,-118.615583,1,0,0,1,4,1,0,0,0,0,0,0,0,0,1,70.15,268.35,1,1,67,2227,0,1,0,0,0,1,0,0,0,0,1,0,0,0.3102465805291306,-1,0.05621925509486999,53.67,1.2831534662520578,1,70.15
0742-MOABM,1,91402,34.223768,-118.445461,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,50.05,179.35,1,1,82,3394,1,0,0,0,0,0,1,0,0,0,1,0,0,0.4435799138624639,0,0.07835455435847209,35.87,1.3574721996202874,2,25.025
2232-DMLXU,1,91411,34.17847,-118.459472,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,55.2,55.2,1,1,81,3638,1,0,0,0,0,0,1,0,0,0,0,0,1,0.2217899569312319,0,0.01779359430604982,27.6,1.93006993006993,2,27.6
8937-RDTHP,1,91504,34.213049,-118.317651,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,84.6,84.6,1,1,66,2484,0,1,0,0,0,0,1,0,0,0,0,0,1,0.2472485345124845,0,0.011682242990654207,42.3,1.953810623556582,3,28.2
1251-KRREG,1,91601,34.1692,-118.372498,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,54.4,114.1,1,1,81,2556,1,0,0,0,0,0,1,0,0,1,0,0,0,0.3884566235978986,0,0.036101083032490974,38.03333333333333,1.3936806148590948,3,18.133333333333333
0094-OIFMO,1,91605,34.207295,-118.400022,1,1,0,1,11,1,0,0,1,0,0,1,1,0,1,95.0,1120.3,1,1,85,5980,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3884566235978986,0,0.11458333333333333,93.35833333333333,1.0068003179369425,4,23.75
9947-OTFQU,1,91722,34.097345,-117.906736,0,1,0,0,15,1,0,0,1,0,0,0,0,0,1,74.4,1074.3,1,1,86,4616,0,1,0,0,0,1,0,0,0,0,0,0,1,0.2261479483174783,0,0.1989389920424403,67.14375,1.0918095936898102,2,37.2
0322-YINQP,1,91723,34.084747,-117.886844,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,48.55,48.55,1,1,77,5687,1,0,0,0,0,0,1,0,0,0,1,0,0,0.2261479483174783,0,0.020181634712411706,24.275,1.920870425321464,2,24.275
4629-NRXKX,1,91731,34.079934,-118.046695,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,70.4,147.15,1,1,75,5687,0,1,0,0,0,1,0,0,0,0,0,0,1,0.4326849353968479,0,0.028011204481792715,49.050000000000004,1.4065934065934065,1,70.4
9514-JDSKI,1,91732,34.074492,-118.01462,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,40.2,40.2,1,1,65,5828,1,0,0,0,0,1,0,0,0,0,1,0,0,0.4326849353968479,0,0.024271844660194174,20.1,1.90521327014218,2,20.1
4959-JOSRX,1,91744,34.031441,-117.936436,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,44.6,80.55,1,1,99,4884,1,0,0,0,1,0,0,0,0,0,1,0,0,0.482684935396848,0,0.043859649122807015,26.849999999999998,1.6014362657091563,1,44.6
7273-TEFQD,1,91746,34.038983,-117.991372,0,1,0,0,3,0,0,0,0,1,0,0,1,0,1,41.15,132.2,1,1,96,2314,1,0,0,0,0,1,0,0,0,1,0,0,0,0.482684935396848,0,0.0711743772241993,33.05,1.208516886930984,2,20.575
3606-TWKGI,1,91748,33.976753,-117.897367,0,1,0,0,13,1,1,0,1,1,0,1,1,0,1,106.9,1364.3,1,1,84,2494,0,1,0,0,0,1,0,0,0,1,0,0,0,0.3769132471957973,0,0.12048192771084337,97.45,1.085830370746572,6,17.816666666666666
6323-AYBRX,1,91762,34.057256,-117.667677,0,0,0,0,59,1,0,0,0,0,0,0,0,0,0,19.35,1099.6,1,1,83,5084,0,0,1,0,0,0,1,0,0,1,0,0,0,0.2661479483174783,0,2.899262899262899,18.326666666666664,1.0012073128665058,1,19.35
4385-GZQXV,1,91764,34.074087,-117.605618,1,1,0,0,16,1,0,0,0,0,1,1,1,0,1,94.45,1511.2,1,1,81,3810,0,1,0,0,0,1,0,0,0,0,0,0,1,0.2661479483174783,0,0.1676270298585647,88.89411764705882,1.0506805391964402,4,23.6125
6366-ZGQGL,1,91766,34.042286,-117.756106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.8,24.8,1,1,73,5087,1,0,0,1,0,0,0,0,0,0,0,0,1,0.3061479483174784,0,0.03875968992248062,12.4,1.8507462686567164,0,24.8
5940-AHUHD,1,91768,34.067932,-117.785168,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,70.6,70.6,1,1,69,3338,0,1,0,0,0,0,1,0,0,0,1,0,0,0.3061479483174784,0,0.013966480446927375,35.3,1.9449035812672175,1,70.6
6432-TWQLB,1,91770,34.065108,-118.082791,0,0,1,0,5,1,1,0,1,0,1,0,0,0,1,85.4,401.1,1,1,80,3676,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3769132471957973,0,0.057870370370370364,66.85000000000001,1.2586588061901252,4,21.35
4484-GLZOU,1,91773,34.102119,-117.815532,1,0,1,0,52,1,1,0,1,1,0,1,1,0,1,105.05,5624.85,1,1,65,4839,0,1,0,0,0,1,0,0,0,0,1,0,0,0.4435799138624639,0,0.49033474776049035,106.12924528301888,0.9805912449254558,6,17.508333333333333
9512-UIBFX,1,91791,34.061634,-117.893169,0,0,1,0,18,1,0,0,0,1,0,1,1,0,0,95.15,1779.95,1,1,68,4643,0,1,0,0,0,0,1,0,0,0,1,0,0,0.2261479483174783,0,0.18720748829953196,93.68157894736842,1.0049473303871703,4,23.7875
5583-SXDAG,1,91803,34.074736,-118.145959,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,70.0,70.0,1,1,97,4094,0,1,0,0,0,1,0,0,0,0,1,0,0,0.3326849353968479,0,0.014084507042253521,35.0,1.9444444444444444,1,70.0
3488-PGMQJ,1,91901,32.827184,-116.703729,0,1,0,0,8,1,0,0,1,0,0,0,0,0,1,74.5,606.55,1,1,80,4345,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3769132471957973,-1,0.10596026490066225,67.39444444444445,1.0892697587523352,2,37.25
3580-REOAC,1,91902,32.67117,-117.00232,0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,44.85,435.4,1,1,83,4061,1,0,0,0,1,0,0,0,0,0,0,0,1,0.3102465805291306,1,0.21810250817884405,39.58181818181818,1.1051747311827957,1,44.85
7534-BFESC,1,91905,32.677097,-116.304991,0,1,0,0,24,1,1,0,0,0,0,0,0,0,1,76.1,1712.7,1,1,98,2018,0,1,0,0,0,1,0,0,0,1,0,0,0,0.3102465805291306,-1,0.311284046692607,68.508,1.0948380042585026,2,38.05
6390-DSAZX,1,91931,32.857946,-116.561917,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,73.6,73.6,1,1,80,2565,0,1,0,0,0,0,1,0,0,0,0,0,1,0.3769132471957973,-1,0.013404825737265416,36.8,1.947089947089947,2,36.8
8098-LLAZX,1,91934,32.649787,-116.2237,1,1,0,0,4,1,1,0,0,0,0,1,1,0,1,95.45,396.1,1,1,85,3677,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3769132471957973,-1,0.041472265422498704,79.22,1.1898529045125905,4,23.8625
0265-EDXBD,1,91948,32.830852,-116.444601,0,1,1,0,32,1,1,0,0,0,0,0,0,0,1,74.9,2303.35,1,1,69,4105,0,1,0,0,0,1,0,0,0,0,1,0,0,0.3769132471957973,2,0.42160737812911725,69.79848484848485,1.0579322447407282,2,37.45
7563-BIUPC,1,92004,33.200369,-116.192313,0,0,0,0,5,1,0,0,0,0,0,1,0,0,1,80.6,415.55,1,1,69,5715,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3102465805291306,-1,0.06127450980392157,69.25833333333334,1.1471948760526627,2,40.3
2321-OMBXY,1,92009,33.098018,-117.258203,1,0,1,0,38,1,0,1,1,0,1,1,1,0,0,80.3,3058.65,1,1,81,2071,1,0,0,0,1,0,0,0,0,0,1,0,0,0.3326849353968479,3,0.46740467404674046,78.42692307692307,1.010992203767372,6,13.383333333333333
2840-XANRC,1,92014,32.948262,-117.256086,0,1,1,0,24,1,0,0,0,1,0,1,1,0,1,93.15,2231.05,1,1,73,2212,0,1,0,0,0,1,0,0,0,0,1,0,0,0.3769132471957973,3,0.2549123738714817,89.242,1.0322244631103035,4,23.2875
5020-ZSTTY,1,92020,32.79697,-116.969082,1,1,0,0,54,1,1,1,1,0,1,1,1,0,0,82.45,4350.1,1,1,83,4149,1,0,0,1,0,0,0,0,0,1,0,0,0,0.2261479483174783,1,0.6470940683043739,79.09272727272727,1.029431794964927,7,11.778571428571428
5804-LEPIM,1,92029,33.079834,-117.134275,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,70.35,139.05,1,1,73,2671,0,1,0,0,0,1,0,0,0,1,0,0,0,0.2217899569312319,4,0.028030833917309043,46.35,1.4857444561774023,1,70.35
0122-OAHPZ,1,92057,33.254497,-117.285879,1,0,0,0,7,1,1,0,0,0,0,0,0,0,1,73.85,511.25,1,1,67,2473,0,1,0,0,0,1,0,0,0,1,0,0,0,0.3061479483174784,-1,0.09352037408149633,63.90625,1.1377948964853153,2,36.925
2868-SNELZ,1,92059,33.384345,-117.072619,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,80.6,155.8,1,1,92,2683,0,1,0,0,0,0,1,0,0,0,0,0,1,0.3102465805291306,-1,0.02450980392156863,51.93333333333334,1.5226700251889167,3,26.866666666666664
4322-RCYMT,1,92060,33.309852,-116.823091,0,0,1,0,68,1,1,0,1,1,1,0,1,0,1,75.8,5293.95,1,1,81,4903,1,0,0,1,0,0,0,0,0,0,0,0,1,0.3769132471957973,-1,0.8854166666666667,76.72391304347826,0.9752468324336419,6,12.633333333333333
6680-NENYN,1,92061,33.313828,-116.940501,1,0,0,0,43,1,1,0,1,1,0,1,1,0,1,104.6,4759.85,1,1,91,5250,0,1,0,0,0,1,0,0,0,0,1,0,0,0.3769132471957973,-1,0.4071969696969697,108.1784090909091,0.9580648854564566,6,17.433333333333334
1343-EHPYB,1,92066,33.215251,-116.53633,0,0,1,0,63,1,1,0,1,1,0,1,1,0,1,103.4,6603.0,1,1,98,4352,0,1,0,0,0,1,0,0,0,0,0,0,1,0.2435799138624639,-1,0.603448275862069,103.171875,0.992590370481476,6,17.233333333333334
2034-GDRCN,1,92082,33.25283,-116.986079,1,0,0,0,2,1,0,0,0,0,0,1,1,0,1,90.4,168.2,1,1,76,4157,0,1,0,0,0,1,0,0,0,0,1,0,0,0.3102465805291306,-1,0.02188183807439825,56.06666666666666,1.5841121495327104,3,30.133333333333336
0219-YTZUE,1,92103,32.747484,-117.166877,0,0,1,0,4,1,1,0,1,1,0,0,0,0,1,84.8,371.9,1,1,73,4939,0,1,0,1,0,0,0,0,0,0,1,0,0,0.329085616924606,1,0.046620046620046623,74.38,1.1249668347041657,4,21.2
0623-IIHUG,1,92104,32.741499,-117.127409,1,1,0,0,21,0,0,1,0,0,0,1,0,0,1,41.9,840.1,1,1,97,4778,1,0,0,0,0,1,0,0,0,0,1,0,0,0.329085616924606,1,0.48951048951048953,38.18636363636364,1.0692495070177472,2,20.95
4572-DVCGN,1,92105,32.741859,-117.090353,1,0,0,0,10,1,0,0,0,0,0,0,1,0,1,80.25,846.0,1,1,85,3598,0,1,0,1,0,0,0,0,0,0,0,0,1,0.329085616924606,1,0.12307692307692308,76.9090909090909,1.030046674445741,2,40.125
9057-MSWCO,1,92108,32.774046,-117.142454,0,1,1,0,27,0,0,1,0,0,0,0,0,0,0,30.75,805.1,1,1,91,2927,1,0,0,0,1,0,0,0,0,0,0,0,1,0.329085616924606,1,0.8503937007874016,28.75357142857143,1.033489377025567,1,30.75
